Tract,Name,MedianIncome,TotalPopulation,MedianAge,PopulationWhiteAlone,PopulationBlackAlone,PopulationAmericanIndianAlaskaNativeAlone,PopulationAsianAlone,PopulationNativeHawaiianPacificIslanderAlone,PopulationSomeOtherRaceAlone,PopulationTwoOrMoreRaces,PopulationNotHispanicWhiteAlone,PopulationHispanic,MedianGrossRent,MedianHomeValue,MedianYearStructureBuilt,TotalHousingUnits,TotalVacantHousingUnits,OccupiedHousingUnitsOwnerOccupied,OccupiedHousingUnitsRenterOccupied,TravelTimeToWork_lessthan5min,TravelTimeToWork_5to9min,TravelTimeToWork_10to14min,TravelTimeToWork_15to19min,TravelTimeToWork_20to24min,TravelTimeToWork_25to29min,TravelTimeToWork_30to34min,TravelTimeToWork_35to44min,TravelTimeToWork_45to59min,TravelTimeToWork_60to89min,TravelTimeToWork_90ormoremin,MeansOfTransportationToWork_CarTruckVan,MeansOfTransportationToWork_PublicTransportation,MeansOfTransportationToWork_Bicycle,MeansOfTransportationToWork_Walked,MeansOfTransportationToWork_WorkedFromHome,geometry,GEOID
012602,Block Group 3; Census Tract 126.02; New York County; New York,250001,1275,35.8,1275,0,0,0,0,0,0,1275,0,3501,-666666666,1968,1032,419,154,459,0,0,29,52,111,139,37,0,0,23,0,0,139,0,215,540,"POLYGON ((-73.96155880468886 40.76843643988096, -73.96110180556829 40.76905844062551, -73.96060180652617 40.76974844145708, -73.96010880746741 40.77043144227982, -73.95964480835249 40.7710634430294, -73.95906980962107 40.77082144184394, -73.95899380978885 40.77078944168731, -73.9574038133033 40.77011943841376, -73.95786581242727 40.76948343765749, -73.95806681204525 40.76920743732918, -73.95836181148371 40.76880243684667, -73.95886081053126 40.7681194360326, -73.95931780965653 40.76749343528365, -73.95977680877513 40.76686743453479, -73.9604968071757 40.76717143601088, -73.96119580562468 40.76746643744532, -73.96140280516576 40.76755343786968, -73.96154380485329 40.76761243815827, -73.96201380381184 40.76781143912559, -73.96155880468886 40.76843643988096))",36061012602
012602,Block Group 4; Census Tract 126.02; New York County; New York,115688,754,37.0,636,8,0,24,0,5,81,630,11,2219,-666666666,1960,671,239,56,376,0,0,85,76,64,0,157,0,15,0,0,0,84,0,311,57,"POLYGON ((-73.96155880468886 40.76843643988096, -73.96110180556829 40.76905844062551, -73.96060180652617 40.76974844145708, -73.96010880746741 40.77043144227982, -73.95964480835249 40.7710634430294, -73.95906980962107 40.77082144184394, -73.95899380978885 40.77078944168731, -73.9574038133033 40.77011943841376, -73.95786581242727 40.76948343765749, -73.95806681204525 40.76920743732918, -73.95836181148371 40.76880243684667, -73.95886081053126 40.7681194360326, -73.95931780965653 40.76749343528365, -73.95977680877513 40.76686743453479, -73.9604968071757 40.76717143601088, -73.96119580562468 40.76746643744532, -73.96140280516576 40.76755343786968, -73.96154380485329 40.76761243815827, -73.96201380381184 40.76781143912559, -73.96155880468886 40.76843643988096))",36061012602
012700,Block Group 1; Census Tract 127; New York County; New York,46652,829,40.6,557,0,0,136,0,99,37,557,0,2400,-666666666,1938,609,0,48,561,0,48,52,124,170,32,160,0,0,0,0,0,376,52,158,60,"POLYGON ((-73.99315573706534 40.76280546494873, -73.99270073803309 40.76343046579071, -73.99224373900276 40.76405646663027, -73.99178773996786 40.7646834674709, -73.98894674616234 40.76348546153861, -73.9875937491224 40.76291545872411, -73.98610375238948 40.76228945563545, -73.98656075143269 40.76165945479931, -73.98685475081584 40.76125545426299, -73.98701475047962 40.76103745397477, -73.98747474951166 40.76040445313101, -73.98792674855778 40.75979045231703, -73.9887177468166 40.76012445395398, -73.99076374232313 40.76098745819584, -73.9923627388217 40.76165946151538, -73.99265573818103 40.76178346212647, -73.99360873609947 40.76218346410878, -73.99315573706534 40.76280546494873))",36061012700
012700,Block Group 2; Census Tract 127; New York County; New York,159036,1416,36.1,1053,0,0,205,0,47,111,669,431,2985,-666666666,1970,882,50,128,704,0,45,139,34,229,107,251,23,36,51,36,0,570,0,381,244,"POLYGON ((-73.99315573706534 40.76280546494873, -73.99270073803309 40.76343046579071, -73.99224373900276 40.76405646663027, -73.99178773996786 40.7646834674709, -73.98894674616234 40.76348546153861, -73.9875937491224 40.76291545872411, -73.98610375238948 40.76228945563545, -73.98656075143269 40.76165945479931, -73.98685475081584 40.76125545426299, -73.98701475047962 40.76103745397477, -73.98747474951166 40.76040445313101, -73.98792674855778 40.75979045231703, -73.9887177468166 40.76012445395398, -73.99076374232313 40.76098745819584, -73.9923627388217 40.76165946151538, -73.99265573818103 40.76178346212647, -73.99360873609947 40.76218346410878, -73.99315573706534 40.76280546494873))",36061012700
012700,Block Group 3; Census Tract 127; New York County; New York,147315,2445,31.4,1336,97,0,150,33,44,785,908,847,2079,2000001,1938,1350,206,181,963,0,0,34,387,258,174,481,0,189,27,42,77,794,0,698,190,"POLYGON ((-73.99315573706534 40.76280546494873, -73.99270073803309 40.76343046579071, -73.99224373900276 40.76405646663027, -73.99178773996786 40.7646834674709, -73.98894674616234 40.76348546153861, -73.9875937491224 40.76291545872411, -73.98610375238948 40.76228945563545, -73.98656075143269 40.76165945479931, -73.98685475081584 40.76125545426299, -73.98701475047962 40.76103745397477, -73.98747474951166 40.76040445313101, -73.98792674855778 40.75979045231703, -73.9887177468166 40.76012445395398, -73.99076374232313 40.76098745819584, -73.9923627388217 40.76165946151538, -73.99265573818103 40.76178346212647, -73.99360873609947 40.76218346410878, -73.99315573706534 40.76280546494873))",36061012700
012700,Block Group 4; Census Tract 127; New York County; New York,113024,1504,41.4,1295,34,0,30,0,56,89,1071,304,2265,660300,1938,1052,0,119,933,15,173,2,121,182,160,69,8,108,31,0,91,252,0,535,382,"POLYGON ((-73.99315573706534 40.76280546494873, -73.99270073803309 40.76343046579071, -73.99224373900276 40.76405646663027, -73.99178773996786 40.7646834674709, -73.98894674616234 40.76348546153861, -73.9875937491224 40.76291545872411, -73.98610375238948 40.76228945563545, -73.98656075143269 40.76165945479931, -73.98685475081584 40.76125545426299, -73.98701475047962 40.76103745397477, -73.98747474951166 40.76040445313101, -73.98792674855778 40.75979045231703, -73.9887177468166 40.76012445395398, -73.99076374232313 40.76098745819584, -73.9923627388217 40.76165946151538, -73.99265573818103 40.76178346212647, -73.99360873609947 40.76218346410878, -73.99315573706534 40.76280546494873))",36061012700
012700,Block Group 5; Census Tract 127; New York County; New York,190652,898,41.7,661,0,0,204,0,0,33,661,33,2478,1475300,1984,869,165,595,109,89,114,156,55,76,0,32,0,0,71,0,95,52,24,290,77,"POLYGON ((-73.99315573706534 40.76280546494873, -73.99270073803309 40.76343046579071, -73.99224373900276 40.76405646663027, -73.99178773996786 40.7646834674709, -73.98894674616234 40.76348546153861, -73.9875937491224 40.76291545872411, -73.98610375238948 40.76228945563545, -73.98656075143269 40.76165945479931, -73.98685475081584 40.76125545426299, -73.98701475047962 40.76103745397477, -73.98747474951166 40.76040445313101, -73.98792674855778 40.75979045231703, -73.9887177468166 40.76012445395398, -73.99076374232313 40.76098745819584, -73.9923627388217 40.76165946151538, -73.99265573818103 40.76178346212647, -73.99360873609947 40.76218346410878, -73.99315573706534 40.76280546494873))",36061012700
012800,Block Group 1; Census Tract 128; New York County; New York,157583,1538,40.8,1330,10,0,119,1,19,59,1286,63,2798,2000001,1960,1140,463,360,317,1,162,16,62,82,28,230,14,34,39,0,271,193,0,147,104,"POLYGON ((-73.96431879847218 40.77042244728142, -73.96382379942716 40.77110344810639, -73.96332580038559 40.77178544892715, -73.96286480126986 40.77241944969007, -73.96240180215595 40.77305345044827, -73.96193880303926 40.77368945120824, -73.96147480392257 40.77432345196054, -73.95985680746797 40.77364244860156, -73.95825481098802 40.77296444527678, -73.95848281055795 40.77264844490099, -73.95861881030054 40.77246344468373, -73.95862481028915 40.77245544467448, -73.95871681011485 40.7723304445277, -73.95918180923286 40.77169644377989, -73.95964480835249 40.7710634430294, -73.96010880746741 40.77043144227982, -73.96060180652617 40.76974844145708, -73.96110180556829 40.76905844062551, -73.96155880468886 40.76843643988096, -73.96316080114819 40.76911244318164, -73.96478179757489 40.76979544652812, -73.96431879847218 40.77042244728142))",36061012800
012800,Block Group 2; Census Tract 128; New York County; New York,204333,826,59.6,774,0,0,0,0,0,52,753,21,-666666666,2000001,1962,585,187,379,19,12,0,27,65,81,0,124,14,0,0,0,59,61,0,167,73,"POLYGON ((-73.96431879847218 40.77042244728142, -73.96382379942716 40.77110344810639, -73.96332580038559 40.77178544892715, -73.96286480126986 40.77241944969007, -73.96240180215595 40.77305345044827, -73.96193880303926 40.77368945120824, -73.96147480392257 40.77432345196054, -73.95985680746797 40.77364244860156, -73.95825481098802 40.77296444527678, -73.95848281055795 40.77264844490099, -73.95861881030054 40.77246344468373, -73.95862481028915 40.77245544467448, -73.95871681011485 40.7723304445277, -73.95918180923286 40.77169644377989, -73.95964480835249 40.7710634430294, -73.96010880746741 40.77043144227982, -73.96060180652617 40.76974844145708, -73.96110180556829 40.76905844062551, -73.96155880468886 40.76843643988096, -73.96316080114819 40.76911244318164, -73.96478179757489 40.76979544652812, -73.96431879847218 40.77042244728142))",36061012800
012800,Block Group 3; Census Tract 128; New York County; New York,235574,964,63.1,926,0,0,38,0,0,0,926,38,1851,2000001,1938,674,202,273,199,0,13,14,56,75,57,30,15,0,13,0,54,58,0,73,214,"POLYGON ((-73.96431879847218 40.77042244728142, -73.96382379942716 40.77110344810639, -73.96332580038559 40.77178544892715, -73.96286480126986 40.77241944969007, -73.96240180215595 40.77305345044827, -73.96193880303926 40.77368945120824, -73.96147480392257 40.77432345196054, -73.95985680746797 40.77364244860156, -73.95825481098802 40.77296444527678, -73.95848281055795 40.77264844490099, -73.95861881030054 40.77246344468373, -73.95862481028915 40.77245544467448, -73.95871681011485 40.7723304445277, -73.95918180923286 40.77169644377989, -73.95964480835249 40.7710634430294, -73.96010880746741 40.77043144227982, -73.96060180652617 40.76974844145708, -73.96110180556829 40.76905844062551, -73.96155880468886 40.76843643988096, -73.96316080114819 40.76911244318164, -73.96478179757489 40.76979544652812, -73.96431879847218 40.77042244728142))",36061012800
012800,Block Group 4; Census Tract 128; New York County; New York,250001,1063,51.5,917,0,0,130,0,0,16,734,199,-666666666,2000001,1938,689,211,467,11,0,0,30,34,72,6,111,0,0,0,16,95,103,0,57,149,"POLYGON ((-73.96431879847218 40.77042244728142, -73.96382379942716 40.77110344810639, -73.96332580038559 40.77178544892715, -73.96286480126986 40.77241944969007, -73.96240180215595 40.77305345044827, -73.96193880303926 40.77368945120824, -73.96147480392257 40.77432345196054, -73.95985680746797 40.77364244860156, -73.95825481098802 40.77296444527678, -73.95848281055795 40.77264844490099, -73.95861881030054 40.77246344468373, -73.95862481028915 40.77245544467448, -73.95871681011485 40.7723304445277, -73.95918180923286 40.77169644377989, -73.95964480835249 40.7710634430294, -73.96010880746741 40.77043144227982, -73.96060180652617 40.76974844145708, -73.96110180556829 40.76905844062551, -73.96155880468886 40.76843643988096, -73.96316080114819 40.76911244318164, -73.96478179757489 40.76979544652812, -73.96431879847218 40.77042244728142))",36061012800
012800,Block Group 5; Census Tract 128; New York County; New York,-666666666,698,64.8,501,0,0,118,0,0,79,501,79,2886,1544100,1938,680,291,266,123,0,0,0,0,53,30,28,0,12,0,0,0,54,0,69,93,"POLYGON ((-73.96431879847218 40.77042244728142, -73.96382379942716 40.77110344810639, -73.96332580038559 40.77178544892715, -73.96286480126986 40.77241944969007, -73.96240180215595 40.77305345044827, -73.96193880303926 40.77368945120824, -73.96147480392257 40.77432345196054, -73.95985680746797 40.77364244860156, -73.95825481098802 40.77296444527678, -73.95848281055795 40.77264844490099, -73.95861881030054 40.77246344468373, -73.95862481028915 40.77245544467448, -73.95871681011485 40.7723304445277, -73.95918180923286 40.77169644377989, -73.95964480835249 40.7710634430294, -73.96010880746741 40.77043144227982, -73.96060180652617 40.76974844145708, -73.96110180556829 40.76905844062551, -73.96155880468886 40.76843643988096, -73.96316080114819 40.76911244318164, -73.96478179757489 40.76979544652812, -73.96431879847218 40.77042244728142))",36061012800
012901,Block Group 1; Census Tract 129.01; New York County; New York,174114,2932,34.9,1607,135,0,764,0,163,263,1512,308,3501,1542100,1982,1367,93,467,807,0,0,20,94,469,261,367,28,31,337,119,0,1053,60,548,263,"POLYGON ((-74.00860271333535 40.76498050405755, -74.00658271541836 40.76774750386747, -74.00267371945935 40.76616048851176, -74.00205972009387 40.76591148609057, -73.99889972459967 40.76459347558939, -73.99885272470218 40.76439847510198, -73.99870572502034 40.76433447478834, -73.99857972529317 40.76427847451701, -73.99848872549019 40.76424147432873, -73.99645672989779 40.76337547004348, -73.99431573455728 40.76247946557972, -73.99422473475569 40.76244146539052, -73.99360873609947 40.76218346410878, -73.9940697351141 40.76155146325385, -73.99452573413703 40.76092646240623, -73.99498273315545 40.76029946155308, -73.99547373209816 40.75962646063536, -73.99623173043915 40.75994546221074, -73.99831472589055 40.76082246655069, -73.99923472388643 40.76120846846917, -73.99934772364047 40.7612564687063, -74.00103572115266 40.76196747423693, -74.00115072103392 40.7620254747201, -74.00127772090279 40.7620754752225, -74.00171572045055 40.76220747686505, -74.00468271738613 40.7634314886847, -74.00821171373951 40.76482250252142, -74.00860271333535 40.76498050405755))",36061012901
012901,Block Group 2; Census Tract 129.01; New York County; New York,103988,4598,36.4,2988,146,0,988,0,209,267,2645,661,2591,1955900,2012,3949,680,112,3157,78,87,152,248,383,350,315,273,250,449,54,67,1240,34,1033,661,"POLYGON ((-74.00860271333535 40.76498050405755, -74.00658271541836 40.76774750386747, -74.00267371945935 40.76616048851176, -74.00205972009387 40.76591148609057, -73.99889972459967 40.76459347558939, -73.99885272470218 40.76439847510198, -73.99870572502034 40.76433447478834, -73.99857972529317 40.76427847451701, -73.99848872549019 40.76424147432873, -73.99645672989779 40.76337547004348, -73.99431573455728 40.76247946557972, -73.99422473475569 40.76244146539052, -73.99360873609947 40.76218346410878, -73.9940697351141 40.76155146325385, -73.99452573413703 40.76092646240623, -73.99498273315545 40.76029946155308, -73.99547373209816 40.75962646063536, -73.99623173043915 40.75994546221074, -73.99831472589055 40.76082246655069, -73.99923472388643 40.76120846846917, -73.99934772364047 40.7612564687063, -74.00103572115266 40.76196747423693, -74.00115072103392 40.7620254747201, -74.00127772090279 40.7620754752225, -74.00171572045055 40.76220747686505, -74.00468271738613 40.7634314886847, -74.00821171373951 40.76482250252142, -74.00860271333535 40.76498050405755))",36061012901
012902,Block Group 1; Census Tract 129.02; New York County; New York,86990,1002,39.4,656,149,0,170,0,14,13,596,74,2250,929700,1938,780,221,69,490,0,0,34,81,47,70,122,126,48,0,45,60,335,33,123,145,"POLYGON ((-74.00616871584555 40.76831450384032, -74.00537071666922 40.76940750379968, -74.00465271741065 40.77039050377516, -74.00423471784305 40.77019650209196, -74.00080072139419 40.768737488509, -74.00026772194519 40.76851048639173, -73.99693272881839 40.76713847891399, -73.9968777289407 40.76683047816851, -73.99666672939603 40.76673947771891, -73.99463073379748 40.76588047343044, -73.99234473875671 40.76491846863741, -73.99178773996786 40.7646834674709, -73.99224373900276 40.76405646663027, -73.99270073803309 40.76343046579071, -73.99315573706534 40.76280546494873, -73.99360873609947 40.76218346410878, -73.99422473475569 40.76244146539052, -73.99431573455728 40.76247946557972, -73.99645672989779 40.76337547004348, -73.99848872549019 40.76424147432873, -73.99857972529317 40.76427847451701, -73.99870572502034 40.76433447478834, -73.99885272470218 40.76439847510198, -73.99889972459967 40.76459347558939, -74.00205972009387 40.76591148609057, -74.00267371945935 40.76616048851176, -74.00658271541836 40.76774750386747, -74.00616871584555 40.76831450384032))",36061012902
012902,Block Group 2; Census Tract 129.02; New York County; New York,128967,1348,40.1,591,96,27,122,0,263,249,569,324,2070,712800,1942,800,73,181,546,0,0,4,132,251,23,123,22,40,37,9,20,218,120,227,278,"POLYGON ((-74.00616871584555 40.76831450384032, -74.00537071666922 40.76940750379968, -74.00465271741065 40.77039050377516, -74.00423471784305 40.77019650209196, -74.00080072139419 40.768737488509, -74.00026772194519 40.76851048639173, -73.99693272881839 40.76713847891399, -73.9968777289407 40.76683047816851, -73.99666672939603 40.76673947771891, -73.99463073379748 40.76588047343044, -73.99234473875671 40.76491846863741, -73.99178773996786 40.7646834674709, -73.99224373900276 40.76405646663027, -73.99270073803309 40.76343046579071, -73.99315573706534 40.76280546494873, -73.99360873609947 40.76218346410878, -73.99422473475569 40.76244146539052, -73.99431573455728 40.76247946557972, -73.99645672989779 40.76337547004348, -73.99848872549019 40.76424147432873, -73.99857972529317 40.76427847451701, -73.99870572502034 40.76433447478834, -73.99885272470218 40.76439847510198, -73.99889972459967 40.76459347558939, -74.00205972009387 40.76591148609057, -74.00267371945935 40.76616048851176, -74.00658271541836 40.76774750386747, -74.00616871584555 40.76831450384032))",36061012902
013000,Block Group 1; Census Tract 130; New York County; New York,224063,655,39.8,598,16,0,41,0,0,0,526,72,1932,2000001,1938,630,371,183,76,0,0,43,22,74,0,38,0,0,0,0,48,91,0,16,127,"POLYGON ((-73.96753379141842 40.77177545394686, -73.9670387923792 40.77246045478624, -73.96653679335289 40.77313945560198, -73.96607379424744 40.773772456366, -73.96560979514152 40.77440645712858, -73.96514779602833 40.77504445789959, -73.96468679691145 40.77567645865695, -73.96308680039938 40.77500245531687, -73.96173580335149 40.77443345250351, -73.96147480392257 40.77432345196054, -73.96193880303926 40.77368945120824, -73.96240180215595 40.77305345044827, -73.96286480126986 40.77241944969007, -73.96332580038559 40.77178544892715, -73.96382379942716 40.77110344810639, -73.96431879847218 40.77042244728142, -73.96478179757489 40.76979544652812, -73.96638679404515 40.77047744986225, -73.96799379052203 40.77114645318025, -73.96753379141842 40.77177545394686))",36061013000
013000,Block Group 2; Census Tract 130; New York County; New York,187014,1303,69.8,1071,15,0,210,0,7,0,1071,7,1394,2000001,1938,815,156,532,127,0,63,0,61,132,73,18,0,63,19,50,36,256,87,82,129,"POLYGON ((-73.96753379141842 40.77177545394686, -73.9670387923792 40.77246045478624, -73.96653679335289 40.77313945560198, -73.96607379424744 40.773772456366, -73.96560979514152 40.77440645712858, -73.96514779602833 40.77504445789959, -73.96468679691145 40.77567645865695, -73.96308680039938 40.77500245531687, -73.96173580335149 40.77443345250351, -73.96147480392257 40.77432345196054, -73.96193880303926 40.77368945120824, -73.96240180215595 40.77305345044827, -73.96286480126986 40.77241944969007, -73.96332580038559 40.77178544892715, -73.96382379942716 40.77110344810639, -73.96431879847218 40.77042244728142, -73.96478179757489 40.76979544652812, -73.96638679404515 40.77047744986225, -73.96799379052203 40.77114645318025, -73.96753379141842 40.77177545394686))",36061013000
013000,Block Group 3; Census Tract 130; New York County; New York,-666666666,835,75.8,795,0,0,0,0,0,40,701,134,1897,1517900,1940,780,365,361,54,0,0,0,16,79,34,92,0,0,0,30,67,144,0,16,44,"POLYGON ((-73.96753379141842 40.77177545394686, -73.9670387923792 40.77246045478624, -73.96653679335289 40.77313945560198, -73.96607379424744 40.773772456366, -73.96560979514152 40.77440645712858, -73.96514779602833 40.77504445789959, -73.96468679691145 40.77567645865695, -73.96308680039938 40.77500245531687, -73.96173580335149 40.77443345250351, -73.96147480392257 40.77432345196054, -73.96193880303926 40.77368945120824, -73.96240180215595 40.77305345044827, -73.96286480126986 40.77241944969007, -73.96332580038559 40.77178544892715, -73.96382379942716 40.77110344810639, -73.96431879847218 40.77042244728142, -73.96478179757489 40.76979544652812, -73.96638679404515 40.77047744986225, -73.96799379052203 40.77114645318025, -73.96753379141842 40.77177545394686))",36061013000
013000,Block Group 4; Census Tract 130; New York County; New York,211711,839,50.8,650,0,0,143,0,0,46,630,20,2907,2000001,1938,650,178,221,251,0,0,31,9,88,0,141,0,14,16,66,102,134,0,79,148,"POLYGON ((-73.96753379141842 40.77177545394686, -73.9670387923792 40.77246045478624, -73.96653679335289 40.77313945560198, -73.96607379424744 40.773772456366, -73.96560979514152 40.77440645712858, -73.96514779602833 40.77504445789959, -73.96468679691145 40.77567645865695, -73.96308680039938 40.77500245531687, -73.96173580335149 40.77443345250351, -73.96147480392257 40.77432345196054, -73.96193880303926 40.77368945120824, -73.96240180215595 40.77305345044827, -73.96286480126986 40.77241944969007, -73.96332580038559 40.77178544892715, -73.96382379942716 40.77110344810639, -73.96431879847218 40.77042244728142, -73.96478179757489 40.76979544652812, -73.96638679404515 40.77047744986225, -73.96799379052203 40.77114645318025, -73.96753379141842 40.77177545394686))",36061013000
013100,Block Group 1; Census Tract 131; New York County; New York,77941,1268,43.4,865,103,0,208,0,1,91,673,234,2588,-666666666,1968,1036,134,0,902,0,47,25,119,84,91,150,22,45,25,21,0,323,0,303,132,"POLYGON ((-73.98564675334416 40.76291445645847, -73.98519175429193 40.76354245728803, -73.98473375524389 40.76416945810966, -73.98428275617864 40.76479145892639, -73.98246976015115 40.76403245517147, -73.9814337624267 40.76359345301937, -73.98029476493282 40.76311145065886, -73.97860076866851 40.7623954471581, -73.97905676773341 40.76177044635051, -73.97951276679574 40.76114744554494, -73.97997176584917 40.76052444474055, -73.98042576491135 40.7598984439217, -73.98326275864063 40.76109344976167, -73.98404975690623 40.76142345138326, -73.98610375238948 40.76228945563545, -73.98564675334416 40.76291445645847))",36061013100
013100,Block Group 2; Census Tract 131; New York County; New York,230217,725,35.6,239,11,0,377,0,26,72,219,46,3467,1314900,1963,868,424,114,330,17,12,31,86,49,7,107,0,0,0,26,0,138,0,197,265,"POLYGON ((-73.98564675334416 40.76291445645847, -73.98519175429193 40.76354245728803, -73.98473375524389 40.76416945810966, -73.98428275617864 40.76479145892639, -73.98246976015115 40.76403245517147, -73.9814337624267 40.76359345301937, -73.98029476493282 40.76311145065886, -73.97860076866851 40.7623954471581, -73.97905676773341 40.76177044635051, -73.97951276679574 40.76114744554494, -73.97997176584917 40.76052444474055, -73.98042576491135 40.7598984439217, -73.98326275864063 40.76109344976167, -73.98404975690623 40.76142345138326, -73.98610375238948 40.76228945563545, -73.98564675334416 40.76291445645847))",36061013100
013100,Block Group 3; Census Tract 131; New York County; New York,106627,1025,42.1,577,76,4,147,0,0,221,494,308,1417,-666666666,2002,702,76,128,498,0,0,22,155,80,37,47,24,0,28,101,101,111,0,282,17,"POLYGON ((-73.98564675334416 40.76291445645847, -73.98519175429193 40.76354245728803, -73.98473375524389 40.76416945810966, -73.98428275617864 40.76479145892639, -73.98246976015115 40.76403245517147, -73.9814337624267 40.76359345301937, -73.98029476493282 40.76311145065886, -73.97860076866851 40.7623954471581, -73.97905676773341 40.76177044635051, -73.97951276679574 40.76114744554494, -73.97997176584917 40.76052444474055, -73.98042576491135 40.7598984439217, -73.98326275864063 40.76109344976167, -73.98404975690623 40.76142345138326, -73.98610375238948 40.76228945563545, -73.98564675334416 40.76291445645847))",36061013100
013201,Block Group 1; Census Tract 132.01; New York County; New York,-666666666,581,32.5,538,2,0,15,0,0,26,510,54,1977,-666666666,1957,311,0,30,281,0,0,4,0,30,33,96,43,49,40,0,0,261,30,4,43,"POLYGON ((-73.95475581908136 40.76950543400556, -73.95457481942164 40.76975443429868, -73.95411182029093 40.77038843504084, -73.95373082113626 40.77022743425847, -73.95211582472452 40.76954843095452, -73.95185782529849 40.76944043042847, -73.94936583085492 40.76839542535514, -73.94925283110604 40.76835442513848, -73.94904183157833 40.76826242470283, -73.94797283360121 40.76951142595409, -73.9475018344761 40.77012042662019, -73.94513783976309 40.7691064217723, -73.94521283964356 40.7689264215006, -73.94539783931086 40.76864642115877, -73.94772983486921 40.76608341876098, -73.95009282957842 40.76703542346424, -73.95028082915618 40.76712142385997, -73.95039882889411 40.76716142408011, -73.95049582867662 40.76720442428159, -73.95278782355771 40.76816942894831, -73.95349282198686 40.76846643038766, -73.95429882019283 40.7688074320382, -73.95503681855222 40.76911943355095, -73.95475581908136 40.76950543400556))",36061013201
013201,Block Group 2; Census Tract 132.01; New York County; New York,174667,930,29.0,632,14,0,272,0,0,12,594,50,2167,942000,1962,442,36,236,170,0,0,24,0,0,12,339,0,0,90,6,0,431,0,40,113,"POLYGON ((-73.95475581908136 40.76950543400556, -73.95457481942164 40.76975443429868, -73.95411182029093 40.77038843504084, -73.95373082113626 40.77022743425847, -73.95211582472452 40.76954843095452, -73.95185782529849 40.76944043042847, -73.94936583085492 40.76839542535514, -73.94925283110604 40.76835442513848, -73.94904183157833 40.76826242470283, -73.94797283360121 40.76951142595409, -73.9475018344761 40.77012042662019, -73.94513783976309 40.7691064217723, -73.94521283964356 40.7689264215006, -73.94539783931086 40.76864642115877, -73.94772983486921 40.76608341876098, -73.95009282957842 40.76703542346424, -73.95028082915618 40.76712142385997, -73.95039882889411 40.76716142408011, -73.95049582867662 40.76720442428159, -73.95278782355771 40.76816942894831, -73.95349282198686 40.76846643038766, -73.95429882019283 40.7688074320382, -73.95503681855222 40.76911943355095, -73.95475581908136 40.76950543400556))",36061013201
013201,Block Group 3; Census Tract 132.01; New York County; New York,191386,763,31.6,593,0,0,23,0,0,147,593,0,3501,673800,1984,799,402,57,340,78,0,78,42,61,67,0,168,14,33,0,26,166,0,283,46,"POLYGON ((-73.95475581908136 40.76950543400556, -73.95457481942164 40.76975443429868, -73.95411182029093 40.77038843504084, -73.95373082113626 40.77022743425847, -73.95211582472452 40.76954843095452, -73.95185782529849 40.76944043042847, -73.94936583085492 40.76839542535514, -73.94925283110604 40.76835442513848, -73.94904183157833 40.76826242470283, -73.94797283360121 40.76951142595409, -73.9475018344761 40.77012042662019, -73.94513783976309 40.7691064217723, -73.94521283964356 40.7689264215006, -73.94539783931086 40.76864642115877, -73.94772983486921 40.76608341876098, -73.95009282957842 40.76703542346424, -73.95028082915618 40.76712142385997, -73.95039882889411 40.76716142408011, -73.95049582867662 40.76720442428159, -73.95278782355771 40.76816942894831, -73.95349282198686 40.76846643038766, -73.95429882019283 40.7688074320382, -73.95503681855222 40.76911943355095, -73.95475581908136 40.76950543400556))",36061013201
013202,Block Group 1; Census Tract 132.02; New York County; New York,-666666666,1759,65.2,1531,9,0,60,0,8,151,1433,228,3501,-666666666,1964,1428,359,104,965,26,19,0,0,142,98,44,96,112,14,0,22,186,50,293,214,"POLYGON ((-73.9513978261552 40.77007243116387, -73.95093182702149 40.77070843189789, -73.9504348279419 40.77139043268564, -73.95012182863698 40.77125843204408, -73.94998382894374 40.7711994317597, -73.9487148317662 40.77066342916092, -73.94864383192404 40.77063442901768, -73.94823083284408 40.77045942817205, -73.94807283319598 40.7703934278506, -73.94779383382384 40.77024842722586, -73.94771583399779 40.77021542706643, -73.94761483422377 40.77016942685346, -73.9475018344761 40.77012042662019, -73.94797283360121 40.76951142595409, -73.94904183157833 40.76826242470283, -73.94925283110604 40.76835442513848, -73.94936583085492 40.76839542535514, -73.95185782529849 40.76944043042847, -73.9513978261552 40.77007243116387))",36061013202
013202,Block Group 2; Census Tract 132.02; New York County; New York,67802,630,25.7,618,12,0,0,0,0,0,618,0,2320,-666666666,1938,450,0,0,450,0,0,61,0,79,12,169,107,0,0,0,0,355,0,73,83,"POLYGON ((-73.9513978261552 40.77007243116387, -73.95093182702149 40.77070843189789, -73.9504348279419 40.77139043268564, -73.95012182863698 40.77125843204408, -73.94998382894374 40.7711994317597, -73.9487148317662 40.77066342916092, -73.94864383192404 40.77063442901768, -73.94823083284408 40.77045942817205, -73.94807283319598 40.7703934278506, -73.94779383382384 40.77024842722586, -73.94771583399779 40.77021542706643, -73.94761483422377 40.77016942685346, -73.9475018344761 40.77012042662019, -73.94797283360121 40.76951142595409, -73.94904183157833 40.76826242470283, -73.94925283110604 40.76835442513848, -73.94936583085492 40.76839542535514, -73.95185782529849 40.76944043042847, -73.9513978261552 40.77007243116387))",36061013202
